仓库信息,平均温度,粮情时间
11仓,11.996932029724121,2015-08-15
11仓,12.036543846130371,2015-08-16
11仓,12.169227600097656,2015-08-17
11仓,12.304290771484375,2015-08-18
11仓,12.416525840759277,2015-08-19
11仓,12.541949272155762,2015-08-20
11仓,12.692780494689941,2015-08-21
11仓,12.750720024108887,2015-08-22
11仓,12.861846923828125,2015-08-23
11仓,12.922724723815918,2015-08-24
11仓,12.993620872497559,2015-08-25
11仓,13.073559761047363,2015-08-26
11仓,13.09936809539795,2015-08-27
11仓,13.192036628723145,2015-08-28
11仓,13.332618713378906,2015-08-29
11仓,13.443146705627441,2015-08-30
11仓,13.743396759033203,2015-08-31
11仓,13.84465503692627,2015-09-01
11仓,13.497913360595703,2015-09-02
11仓,13.810626029968262,2015-09-03
11仓,13.803484916687012,2015-09-04
11仓,13.872554779052734,2015-09-05
11仓,13.903983116149902,2015-09-06
11仓,13.99817943572998,2015-09-07
11仓,14.032417297363281,2015-09-08
11仓,14.11551284790039,2015-09-09
11仓,14.19395923614502,2015-09-10
11仓,14.263374328613281,2015-09-11
11仓,14.255890846252441,2015-09-12
11仓,14.347004890441895,2015-09-13
11仓,14.33795166015625,2015-09-14
11仓,14.383017539978027,2015-09-15
11仓,14.483558654785156,2015-09-16
11仓,14.565958976745605,2015-09-17
11仓,14.678643226623535,2015-09-18
11仓,14.777894020080566,2015-09-19
11仓,14.868607521057129,2015-09-20
11仓,14.992838859558105,2015-09-21
11仓,15.185620307922363,2015-09-22
11仓,15.140244483947754,2015-09-23
11仓,15.18189525604248,2015-09-24
11仓,15.296523094177246,2015-09-25
11仓,13.907909393310547,2015-09-26
11仓,15.645051002502441,2015-09-27
11仓,18.790611267089844,2015-09-28
11仓,19.36347198486328,2015-09-29
11仓,19.509538650512695,2015-09-30
11仓,19.62558937072754,2015-10-01
11仓,20.033184051513672,2015-10-02
11仓,18.672121047973633,2015-10-03
11仓,17.71500587463379,2015-10-04
11仓,17.902095794677734,2015-10-05
11仓,18.067203521728516,2015-10-07
11仓,18.161245346069336,2015-10-08
11仓,18.259254455566406,2015-10-09
11仓,18.36268424987793,2015-10-10
11仓,18.4566593170166,2015-10-11
11仓,18.54996681213379,2015-10-12
11仓,18.68842124938965,2015-10-13
11仓,18.798526763916016,2015-10-14
11仓,18.944055557250977,2015-10-15
11仓,19.199583053588867,2015-10-17
11仓,19.324430465698242,2015-10-18
11仓,19.465227127075195,2015-10-19
11仓,19.632863998413086,2015-10-20
11仓,19.767854690551758,2015-10-21
11仓,19.93507194519043,2015-10-22
11仓,20.172840118408203,2015-10-23
11仓,20.508953094482422,2015-10-25
11仓,20.655805587768555,2015-10-26
11仓,21.127208709716797,2015-10-28
11仓,21.196849822998047,2015-10-29
11仓,19.224145889282227,2015-10-30
11仓,16.116750717163086,2015-10-31
11仓,15.88150691986084,2015-11-01
11仓,13.331299781799316,2015-11-02
11仓,12.25890827178955,2015-11-03
11仓,12.126982688903809,2015-11-04
11仓,12.105114936828613,2015-11-05
11仓,12.11817455291748,2015-11-06
11仓,12.172459602355957,2015-11-07
11仓,12.238863945007324,2015-11-09
11仓,12.296866416931152,2015-11-10
11仓,12.34139633178711,2015-11-11
11仓,12.420101165771484,2015-11-12
11仓,12.444411277770996,2015-11-13
11仓,12.51004409790039,2015-11-14
11仓,12.567496299743652,2015-11-15
11仓,12.636635780334473,2015-11-16
11仓,12.695545196533203,2015-11-17
11仓,12.744681358337402,2015-11-18
11仓,12.793444633483887,2015-11-19
11仓,12.826236724853516,2015-11-20
11仓,12.865124702453613,2015-11-21
11仓,12.871052742004395,2015-11-22
11仓,12.904725074768066,2015-11-23
11仓,12.975067138671875,2015-11-24
11仓,13.0076904296875,2015-11-25
11仓,13.048542976379395,2015-11-26
11仓,13.011924743652344,2015-11-27
11仓,12.994377136230469,2015-11-28
11仓,13.008103370666504,2015-11-29
11仓,13.027676582336426,2015-11-30
11仓,13.086419105529785,2015-12-01
11仓,13.558333396911621,2015-12-02
11仓,13.206944465637207,2015-12-03
11仓,13.227778434753418,2015-12-04
11仓,13.29444408416748,2015-12-05
11仓,13.304165840148926,2015-12-06
11仓,13.327776908874512,2015-12-07
11仓,13.326388359069824,2015-12-08
11仓,13.36111068725586,2015-12-09
11仓,13.423611640930176,2015-12-10
11仓,13.480555534362793,2015-12-11
11仓,13.568055152893066,2015-12-12
11仓,13.33194351196289,2015-12-13
11仓,13.240277290344238,2015-12-14
11仓,13.388888359069824,2015-12-15
11仓,14.863887786865234,2015-12-16
11仓,12.188888549804688,2015-12-17
11仓,6.999999523162842,2015-12-18
11仓,3.89508056640625,2015-12-19
11仓,2.9174365997314453,2015-12-20
11仓,2.3152778148651123,2015-12-21
11仓,2.421778917312622,2015-12-22
11仓,2.3789491653442383,2015-12-23
11仓,2.3686046600341797,2015-12-24
11仓,2.3933300971984863,2015-12-25
11仓,2.3947792053222656,2015-12-26
11仓,2.4153614044189453,2015-12-27
11仓,2.427727699279785,2015-12-28
11仓,2.4430553913116455,2015-12-29
11仓,2.4527108669281006,2015-12-30
11仓,2.488537549972534,2015-12-31
11仓,2.485520601272583,2016-01-01
11仓,2.510079860687256,2016-01-02
11仓,2.521573543548584,2016-01-03
11仓,2.5219810009002686,2016-01-04
11仓,2.5463907718658447,2016-01-05
11仓,2.565261125564575,2016-01-06
11仓,2.597804307937622,2016-01-07
11仓,2.600790023803711,2016-01-08
11仓,2.6777775287628174,2016-01-09
11仓,2.69861102104187,2016-01-10
11仓,2.6954174041748047,2016-01-11
11仓,2.73888897895813,2016-01-12
11仓,2.7638885974884033,2016-01-13
11仓,2.784722089767456,2016-01-14
11仓,2.808333396911621,2016-01-15
11仓,2.8305556774139404,2016-01-16
11仓,2.8486108779907227,2016-01-17
11仓,2.8486111164093018,2016-01-18
11仓,2.9069442749023438,2016-01-19
11仓,2.913888931274414,2016-01-20
11仓,2.948611259460449,2016-01-21
11仓,2.976388931274414,2016-01-22
11仓,3.01111102104187,2016-01-23
11仓,3.0291664600372314,2016-01-24
11仓,3.0833332538604736,2016-01-25
11仓,3.0875003337860107,2016-01-26
11仓,3.1263887882232666,2016-01-27
11仓,3.1625003814697266,2016-01-28
11仓,3.215277910232544,2016-01-29
11仓,3.2208330631256104,2016-01-30
11仓,3.2916667461395264,2016-02-01
11仓,4.704166889190674,2016-02-02
11仓,3.3652775287628174,2016-02-03
11仓,3.2249996662139893,2016-02-04
11仓,3.034722089767456,2016-02-05
11仓,2.9694442749023438,2016-02-06
11仓,2.9861109256744385,2016-02-07
11仓,3.023611068725586,2016-02-08
11仓,3.230555772781372,2016-02-13
11仓,3.293055772781372,2016-02-14
11仓,3.3722221851348877,2016-02-15
11仓,3.319444417953491,2016-02-16
11仓,3.258333206176758,2016-02-17
11仓,3.265277862548828,2016-02-18
11仓,3.2902777194976807,2016-02-19
11仓,3.280555486679077,2016-02-20
11仓,3.293055772781372,2016-02-21
11仓,3.3347225189208984,2016-02-22
11仓,3.394444465637207,2016-02-23
11仓,3.450000047683716,2016-02-24
11仓,3.288888931274414,2016-02-25
11仓,3.320833206176758,2016-02-26
11仓,3.370833158493042,2016-02-27
11仓,3.4166667461395264,2016-02-28
11仓,3.472222328186035,2016-02-29
11仓,3.504166603088379,2016-03-01
11仓,3.5402777194976807,2016-03-02
11仓,3.604166269302368,2016-03-03
11仓,3.9986112117767334,2016-03-04
11仓,3.30138897895813,2016-03-05
11仓,3.3763887882232666,2016-03-06
11仓,3.51111102104187,2016-03-07
11仓,3.570833206176758,2016-03-08
11仓,3.6624996662139893,2016-03-09
11仓,3.76111102104187,2016-03-10
11仓,3.909722089767456,2016-03-11
11仓,3.9583332538604736,2016-03-12
11仓,4.004166603088379,2016-03-13
11仓,4.102777481079102,2016-03-14
11仓,3.8652780055999756,2016-03-15
11仓,3.8569443225860596,2016-03-16
11仓,3.924999952316284,2016-03-17
11仓,3.9694442749023438,2016-03-18
11仓,3.995833396911621,2016-03-19
11仓,4.043056011199951,2016-03-20
11仓,4.087500095367432,2016-03-21
11仓,4.170833110809326,2016-03-22
11仓,4.237499713897705,2016-03-23
11仓,4.269444465637207,2016-03-24
11仓,4.3222222328186035,2016-03-25
11仓,4.440277576446533,2016-03-26
11仓,4.52222204208374,2016-03-27
11仓,4.6152777671813965,2016-03-28
11仓,4.745833396911621,2016-03-29
11仓,4.812500476837158,2016-03-31
11仓,4.826388835906982,2016-04-01
11仓,4.91249942779541,2016-04-02
11仓,5.037499904632568,2016-04-04
11仓,5.097222328186035,2016-04-05
11仓,5.162499904632568,2016-04-06
11仓,5.187499523162842,2016-04-07
11仓,5.2597222328186035,2016-04-08
11仓,5.369444370269775,2016-04-09
11仓,5.484722137451172,2016-04-11
11仓,5.613889217376709,2016-04-12
11仓,5.7597222328186035,2016-04-13
11仓,5.875,2016-04-14
11仓,5.9708333015441895,2016-04-15
11仓,5.714454650878906,2016-04-16
11仓,5.777778148651123,2016-04-17
11仓,5.886110782623291,2016-04-18
11仓,5.987499713897705,2016-04-19
11仓,6.098611354827881,2016-04-20
11仓,6.22777795791626,2016-04-21
11仓,6.326389312744141,2016-04-22
11仓,6.452777862548828,2016-04-23
11仓,6.5361104011535645,2016-04-24
11仓,6.418056011199951,2016-04-25
11仓,6.504167079925537,2016-04-26
11仓,6.616666316986084,2016-04-27
11仓,6.694444179534912,2016-04-28
11仓,6.981944561004639,2016-04-30
11仓,7.309722423553467,2016-05-02
11仓,7.462500095367432,2016-05-03
11仓,7.619444370269775,2016-05-04
11仓,7.74305534362793,2016-05-05
11仓,7.851388454437256,2016-05-06
11仓,7.777778148651123,2016-05-07
11仓,7.883333206176758,2016-05-08
11仓,7.951272487640381,2016-05-09
11仓,8.02643871307373,2016-05-10
11仓,8.112500190734863,2016-05-11
11仓,8.19364070892334,2016-05-12
11仓,8.298985481262207,2016-05-13
11仓,8.41447925567627,2016-05-14
11仓,8.68452262878418,2016-05-16
11仓,8.788738250732422,2016-05-17
11仓,8.779324531555176,2016-05-18
11仓,8.727578163146973,2016-05-19
11仓,8.76569652557373,2016-05-20
11仓,8.848103523254395,2016-05-21
11仓,8.959065437316895,2016-05-22
11仓,9.0470552444458,2016-05-23
11仓,9.146302223205566,2016-05-24
11仓,8.89257526397705,2016-05-25
11仓,8.931396484375,2016-05-26
11仓,9.009940147399902,2016-05-27
11仓,8.974112510681152,2016-05-28
11仓,9.123610496520996,2016-05-29
11仓,9.278697967529297,2016-05-30
11仓,9.238364219665527,2016-06-01
11仓,9.262309074401855,2016-06-02
11仓,9.348901748657227,2016-06-03
11仓,9.45555591583252,2016-06-04
11仓,9.545832633972168,2016-06-05
11仓,9.629166603088379,2016-06-06
11仓,9.74305534362793,2016-06-07
11仓,9.840277671813965,2016-06-08
11仓,9.698610305786133,2016-06-09
11仓,9.706944465637207,2016-06-10
11仓,9.76111125946045,2016-06-11
11仓,9.859723091125488,2016-06-12
11仓,9.883333206176758,2016-06-13
11仓,10.00694465637207,2016-06-14
11仓,10.095833778381348,2016-06-15
11仓,10.161110877990723,2016-06-16
11仓,10.23888874053955,2016-06-17
11仓,10.370833396911621,2016-06-18
11仓,10.48194408416748,2016-06-19
11仓,10.594443321228027,2016-06-20
11仓,12.016319274902344,2016-07-06
11仓,12.053646087646484,2016-07-07
11仓,12.03888988494873,2016-07-08
11仓,11.970832824707031,2016-07-09
11仓,24.206945419311523,2016-07-10
11仓,25.572221755981445,2016-07-11
11仓,25.130556106567383,2016-07-12
11仓,25.502777099609375,2016-07-13
11仓,25.8972225189209,2016-07-14
11仓,25.891664505004883,2016-07-15
11仓,25.440277099609375,2016-07-16
11仓,25.58333396911621,2016-07-17
11仓,26.03333282470703,2016-07-18
11仓,26.537498474121094,2016-07-19
11仓,26.76805305480957,2016-07-20
11仓,27.2277774810791,2016-07-21
11仓,27.991662979125977,2016-07-22
11仓,28.544443130493164,2016-07-23
11仓,29.316665649414062,2016-07-24
11仓,30.16111183166504,2016-07-25
11仓,30.922224044799805,2016-07-26
11仓,31.398611068725586,2016-07-27
11仓,31.616666793823242,2016-07-28
11仓,32.3305549621582,2016-07-29
11仓,32.934722900390625,2016-07-30
11仓,29.68055534362793,2016-07-31
11仓,29.42500114440918,2016-08-01
11仓,29.387502670288086,2016-08-02
11仓,28.838890075683594,2016-08-03
11仓,28.611108779907227,2016-08-04
11仓,28.07499885559082,2016-08-05
11仓,27.4777774810791,2016-08-06
11仓,27.31944465637207,2016-08-07
11仓,27.29166603088379,2016-08-08
11仓,27.252777099609375,2016-08-09
11仓,27.413888931274414,2016-08-10
11仓,27.555557250976562,2016-08-11
11仓,27.92222023010254,2016-08-12
11仓,28.34722328186035,2016-08-13
11仓,28.82916831970215,2016-08-14
11仓,29.106943130493164,2016-08-15
11仓,30.501388549804688,2016-08-16
11仓,29.28333282470703,2016-08-17
11仓,29.04583168029785,2016-08-18
11仓,29.21527862548828,2016-08-19
11仓,29.32777976989746,2016-08-20
11仓,29.03333282470703,2016-08-21
11仓,29.000001907348633,2016-08-22
11仓,28.815277099609375,2016-08-23
11仓,28.781944274902344,2016-08-24
11仓,28.83333396911621,2016-08-25
11仓,28.781946182250977,2016-08-26
11仓,27.82777976989746,2016-08-27
11仓,27.14305305480957,2016-08-28
11仓,27.183334350585938,2016-08-29
11仓,27.25555419921875,2016-08-30
11仓,26.508331298828125,2016-08-31
11仓,26.162498474121094,2016-09-01
11仓,25.60416603088379,2016-09-02
11仓,26.825002670288086,2016-09-03
11仓,26.77916717529297,2016-09-04
11仓,25.419443130493164,2016-09-05
11仓,25.8972225189209,2016-09-06
11仓,25.25694465637207,2016-09-07
11仓,25.423612594604492,2016-09-08
11仓,25.61805534362793,2016-09-09
11仓,27.705556869506836,2016-09-10
11仓,26.384719848632812,2016-09-11
11仓,26.04166603088379,2016-09-12
11仓,25.77777862548828,2016-09-14
11仓,25.712499618530273,2016-09-15
11仓,24.43055534362793,2016-09-18
11仓,21.861112594604492,2016-09-19
11仓,21.331945419311523,2016-09-20
11仓,22.377777099609375,2016-09-21
11仓,22.04166603088379,2016-09-22
11仓,22.877777099609375,2016-09-23
11仓,22.888891220092773,2016-09-24
11仓,23.04722023010254,2016-09-25
11仓,23.22222328186035,2016-09-26
11仓,7.616666316986084,2017-01-03
11仓,8.087499618530273,2017-01-04
11仓,7.86805534362793,2017-01-05
11仓,7.872222423553467,2017-01-06
11仓,7.895832538604736,2017-01-07
11仓,7.9499993324279785,2017-01-09
11仓,8.15555477142334,2017-01-10
11仓,6.583333492279053,2017-01-11
11仓,5.027777671813965,2017-01-12
11仓,4.665568828582764,2017-01-13
11仓,3.271862030029297,2017-01-16
11仓,2.0081422328948975,2017-01-17
11仓,1.8412340879440308,2017-01-18
11仓,1.8641300201416016,2017-01-19
11仓,2.545151472091675,2017-01-20
11仓,1.8562105894088745,2017-01-22
11仓,-0.016350194811820984,2017-01-23
11仓,-0.015876898542046547,2017-01-24
11仓,0.04986557736992836,2017-01-25
11仓,0.05739249661564827,2017-01-26
11仓,0.10833337157964706,2017-01-27
11仓,0.16111110150814056,2017-01-28
11仓,0.23959660530090332,2017-01-30
11仓,0.21582625806331635,2017-01-31
11仓,0.3126582205295563,2017-02-01
11仓,0.36963382363319397,2017-02-03
11仓,0.5209977626800537,2017-02-04
11仓,0.506072998046875,2017-02-06
11仓,0.49702122807502747,2017-02-07
11仓,0.49348846077919006,2017-02-08
11仓,0.5235562920570374,2017-02-09
11仓,0.5479304194450378,2017-02-10
11仓,0.5088541507720947,2017-02-11
11仓,0.5416035056114197,2017-02-12
11仓,0.567755937576294,2017-02-13
11仓,0.6509650349617004,2017-02-14
11仓,0.7541118264198303,2017-02-15
11仓,0.7415838241577148,2017-02-16
11仓,0.7951937317848206,2017-02-17
11仓,0.8194443583488464,2017-02-20
11仓,0.8914454579353333,2017-02-21
11仓,0.9757835268974304,2017-02-22
11仓,1.0828526020050049,2017-02-23
11仓,1.0598193407058716,2017-02-25
11仓,1.1209481954574585,2017-02-26
11仓,1.0676887035369873,2017-02-27
11仓,1.0781184434890747,2017-02-28
11仓,1.1598271131515503,2017-03-01
11仓,1.2176624536514282,2017-03-02
11仓,2.129930257797241,2017-03-03
11仓,2.242446184158325,2017-03-06
11仓,2.161376714706421,2017-03-07
11仓,2.1898910999298096,2017-03-08
11仓,2.9042904376983643,2017-03-09
11仓,2.276775360107422,2017-03-10
11仓,3.210658311843872,2017-03-13
11仓,3.221337080001831,2017-03-14
11仓,3.2165749073028564,2017-03-15
11仓,2.536292314529419,2017-03-16
11仓,3.2874090671539307,2017-03-17
11仓,2.839766263961792,2017-03-20
11仓,2.84502911567688,2017-03-21
11仓,3.006206750869751,2017-03-22
11仓,3.5644381046295166,2017-03-24
11仓,3.6784191131591797,2017-03-27
11仓,3.613858938217163,2017-03-28
11仓,3.815476417541504,2017-03-29
11仓,3.0846736431121826,2017-03-30
11仓,3.2654964923858643,2017-03-31
11仓,3.947817802429199,2017-04-01
11仓,4.292481899261475,2017-04-05
11仓,4.3969807624816895,2017-04-06
11仓,4.467179775238037,2017-04-07
11仓,3.8359057903289795,2017-04-09
11仓,3.812680959701538,2017-04-10
11仓,3.8080809116363525,2017-04-11
11仓,3.629382371902466,2017-04-12
11仓,3.6806037425994873,2017-04-13
11仓,5.419840335845947,2017-04-17
11仓,5.394716739654541,2017-04-18
11仓,5.51746129989624,2017-04-19
11仓,5.596230983734131,2017-04-20
11仓,5.712103366851807,2017-04-22
11仓,5.7865071296691895,2017-04-24
11仓,5.745863437652588,2017-04-25
11仓,5.798671245574951,2017-04-26
11仓,5.819685459136963,2017-04-27
11仓,5.853562831878662,2017-04-28
11仓,20.35649299621582,2017-05-01
11仓,20.74625587463379,2017-05-02
11仓,20.568265914916992,2017-05-03
11仓,18.308996200561523,2017-05-06
11仓,19.277690887451172,2017-05-08
11仓,18.73128318786621,2017-05-09
11仓,18.1226749420166,2017-05-10
11仓,18.62774658203125,2017-05-11
11仓,19.230131149291992,2017-05-12
11仓,20.2674503326416,2017-05-15
11仓,20.0318546295166,2017-05-16
11仓,20.166303634643555,2017-05-17
11仓,21.43602180480957,2017-05-20
11仓,22.25745964050293,2017-05-23
11仓,21.396013259887695,2017-05-25
11仓,22.483816146850586,2017-05-28
11仓,23.78611183166504,2017-05-30
11仓,24.132003784179688,2017-05-31
11仓,24.88258171081543,2017-06-02
11仓,23.31572914123535,2017-06-13
11仓,23.380706787109375,2017-06-14
11仓,23.51343536376953,2017-06-15
11仓,23.83119010925293,2017-06-16
11仓,24.159963607788086,2017-06-17
11仓,24.460947036743164,2017-06-18
11仓,24.5825138092041,2017-06-19
11仓,25.04991912841797,2017-06-21
11仓,25.30171775817871,2017-06-22
11仓,25.360456466674805,2017-06-23
11仓,25.3322696685791,2017-06-24
11仓,25.52630615234375,2017-06-25
11仓,25.599838256835938,2017-06-26
11仓,25.752614974975586,2017-06-27
11仓,25.954824447631836,2017-06-28
11仓,26.2181396484375,2017-06-29
11仓,26.34174919128418,2017-06-30
11仓,26.12263298034668,2017-07-01
11仓,25.674917221069336,2017-07-02
11仓,25.50579833984375,2017-07-03
11仓,25.752206802368164,2017-07-04
11仓,26.073936462402344,2017-07-05
11仓,26.760866165161133,2017-07-08
11仓,26.774017333984375,2017-07-09
11仓,26.61863136291504,2017-07-11
11仓,27.10808753967285,2017-07-12
11仓,28.070016860961914,2017-07-15
11仓,29.041826248168945,2017-07-19
11仓,29.323774337768555,2017-07-20
11仓,29.661848068237305,2017-07-21
11仓,29.943138122558594,2017-07-22
11仓,30.414377212524414,2017-07-23
11仓,30.98259925842285,2017-07-24
11仓,31.406455993652344,2017-07-27
11仓,30.171180725097656,2017-08-01
11仓,29.615522384643555,2017-08-03
11仓,30.091463088989258,2017-08-08
11仓,29.35447120666504,2017-08-09
11仓,29.209945678710938,2017-08-10
11仓,29.355287551879883,2017-08-11
11仓,28.90616798400879,2017-08-13
11仓,28.666627883911133,2017-08-14
11仓,28.54991912841797,2017-08-15
11仓,28.69285011291504,2017-08-16
11仓,28.12883949279785,2017-08-21
11仓,28.492258071899414,2017-08-23
11仓,28.919687271118164,2017-08-27
11仓,27.83339500427246,2017-08-30
11仓,25.079004287719727,2017-09-10
13仓,4.900000095367432,2015-01-18
13仓,4.922222137451172,2015-01-19
13仓,4.670833110809326,2015-01-20
13仓,4.200000286102295,2015-01-21
13仓,4.079166889190674,2015-01-22
13仓,4.06944465637207,2015-01-23
13仓,2.633333206176758,2015-03-01
13仓,2.6458332538604736,2015-03-02
13仓,2.644444465637207,2015-03-03
13仓,2.67638897895813,2015-03-04
13仓,2.7424192428588867,2015-03-05
13仓,2.738715171813965,2015-03-06
13仓,2.7655670642852783,2015-03-07
13仓,2.7733795642852783,2015-03-08
13仓,2.7986109256744385,2015-03-09
13仓,2.9461803436279297,2015-03-10
13仓,2.959953546524048,2015-03-11
13仓,2.977546453475952,2015-03-12
13仓,3.0104167461395264,2015-03-13
13仓,3.0500001907348633,2015-03-14
13仓,3.104861259460449,2015-03-16
13仓,2.937499761581421,2015-03-17
13仓,2.8611106872558594,2015-03-18
13仓,2.8736112117767334,2015-03-19
13仓,2.8999998569488525,2015-03-20
13仓,2.909722328186035,2015-03-21
13仓,2.941666603088379,2015-03-22
13仓,2.948611259460449,2015-03-23
13仓,2.965277910232544,2015-03-24
13仓,2.9736111164093018,2015-03-25
13仓,3.0055558681488037,2015-03-26
13仓,3.0319442749023438,2015-03-27
13仓,3.152777671813965,2015-03-29
13仓,3.144444227218628,2015-03-30
13仓,3.1902778148651123,2015-03-31
13仓,3.1277778148651123,2015-04-01
13仓,3.1513888835906982,2015-04-02
13仓,3.163889169692993,2015-04-03
13仓,3.2638890743255615,2015-04-04
13仓,3.3180553913116455,2015-04-06
13仓,3.3374998569488525,2015-04-07
