仓库信息,平均温度,粮情时间
11仓,7.530555248260498,2015-05-14
11仓,7.816667079925537,2015-05-15
11仓,7.75,2015-05-16
11仓,7.863888263702393,2015-05-17
11仓,7.965277194976807,2015-05-18
11仓,8.23888874053955,2015-05-19
11仓,8.36805534362793,2015-05-20
11仓,8.309721946716309,2015-05-21
11仓,8.552777290344238,2015-05-22
11仓,8.66249942779541,2015-05-23
11仓,8.770833969116211,2015-05-24
11仓,8.875,2015-05-25
11仓,8.977778434753418,2015-05-26
11仓,9.115277290344238,2015-05-27
11仓,9.183333396911621,2015-05-29
11仓,9.308333396911621,2015-05-30
11仓,9.426389694213867,2015-05-31
11仓,9.52500057220459,2015-06-01
11仓,9.797223091125488,2015-06-02
11仓,9.933333396911621,2015-06-03
11仓,10.033333778381348,2015-06-04
11仓,10.166666984558105,2015-06-05
11仓,10.28055477142334,2015-06-06
11仓,10.466666221618652,2015-06-07
11仓,10.416666984558105,2015-06-08
11仓,10.536110877990723,2015-06-09
11仓,11.588889122009277,2015-06-15
11仓,11.747221946716309,2015-06-16
11仓,11.905555725097656,2015-06-17
11仓,12.065277099609375,2015-06-18
11仓,12.216666221618652,2015-06-19
11仓,12.365277290344238,2015-06-20
11仓,12.541666984558105,2015-06-21
11仓,12.693055152893066,2015-06-22
11仓,12.875000953674316,2015-06-23
11仓,13.029167175292969,2015-06-24
11仓,13.177777290344238,2015-06-25
11仓,13.333333015441895,2015-06-26
11仓,11.92413330078125,2015-06-28
11仓,11.973785400390625,2015-06-29
11仓,14.155555725097656,2015-07-03
11仓,14.341667175292969,2015-07-04
11仓,14.567826271057129,2015-07-05
11仓,14.605555534362793,2015-07-06
11仓,14.920833587646484,2015-07-07
11仓,15.033333778381348,2015-07-08
11仓,15.151389122009277,2015-07-09
11仓,15.281944274902344,2015-07-10
11仓,15.345833778381348,2015-07-11
11仓,15.418055534362793,2015-07-12
11仓,15.240277290344238,2015-07-13
11仓,15.280555725097656,2015-07-14
11仓,15.5,2015-07-15
11仓,15.593055725097656,2015-07-16
11仓,15.838889122009277,2015-07-17
11仓,15.9375,2015-07-18
11仓,16.120832443237305,2015-07-19
11仓,16.318056106567383,2015-07-20
11仓,16.42361068725586,2015-07-21
11仓,16.48333168029785,2015-07-22
11仓,16.6472225189209,2015-07-23
11仓,16.8527774810791,2015-07-24
11仓,17.02083396911621,2015-07-25
11仓,17.126388549804688,2015-07-26
11仓,17.32499885559082,2015-07-27
11仓,17.451387405395508,2015-07-28
11仓,17.6027774810791,2015-07-29
11仓,17.606943130493164,2015-07-30
11仓,17.63749885559082,2015-07-31
11仓,17.799999237060547,2015-08-01
11仓,18.05555534362793,2015-08-02
11仓,18.201387405395508,2015-08-03
11仓,18.36805534362793,2015-08-04
11仓,18.51944351196289,2015-08-05
11仓,18.549999237060547,2015-08-06
11仓,18.80555534362793,2015-08-07
11仓,18.905555725097656,2015-08-08
11仓,19.1541690826416,2015-08-09
11仓,19.369443893432617,2015-08-10
11仓,19.33194351196289,2015-08-11
11仓,18.96388816833496,2015-08-12
11仓,18.998611450195312,2015-08-13
11仓,19.379335403442383,2015-08-14
11仓,19.350000381469727,2015-08-15
11仓,19.122220993041992,2015-08-16
11仓,19.20475196838379,2015-08-17
11仓,19.526390075683594,2015-08-18
11仓,19.774999618530273,2015-08-19
11仓,19.704166412353516,2015-08-20
11仓,19.877779006958008,2015-08-21
11仓,19.992387771606445,2015-08-22
11仓,20.15833282470703,2015-08-23
11仓,20.02133560180664,2015-08-24
11仓,20.447221755981445,2015-08-25
11仓,20.59444236755371,2015-08-26
11仓,20.681943893432617,2015-08-27
11仓,20.892038345336914,2015-08-28
11仓,20.952775955200195,2015-08-29
11仓,21.177778244018555,2015-08-30
11仓,21.190277099609375,2015-08-31
11仓,21.39166831970215,2015-09-01
11仓,21.250343322753906,2015-09-02
11仓,21.537498474121094,2015-09-03
11仓,21.529165267944336,2015-09-04
11仓,21.793054580688477,2015-09-05
11仓,21.945831298828125,2015-09-06
11仓,21.89583396911621,2015-09-07
11仓,21.741666793823242,2015-09-08
11仓,21.690277099609375,2015-09-09
11仓,21.622222900390625,2015-09-10
11仓,21.669443130493164,2015-09-11
11仓,21.90416717529297,2015-09-12
11仓,21.880556106567383,2015-09-13
11仓,21.830556869506836,2015-09-14
11仓,21.92222023010254,2015-09-15
11仓,22.19305419921875,2015-09-16
11仓,22.315279006958008,2015-09-17
11仓,22.36805534362793,2015-09-18
11仓,22.433334350585938,2015-09-19
11仓,22.64221954345703,2015-09-20
11仓,22.976388931274414,2015-09-21
11仓,22.90277862548828,2015-09-22
11仓,22.918054580688477,2015-09-23
11仓,22.911109924316406,2015-09-24
11仓,23.093055725097656,2015-09-25
11仓,18.976388931274414,2015-09-26
11仓,14.662501335144043,2015-09-27
11仓,14.033332824707031,2015-09-28
11仓,17.40694236755371,2015-09-29
11仓,17.548612594604492,2015-09-30
11仓,17.5847225189209,2015-10-01
11仓,19.427627563476562,2015-10-02
11仓,20.183198928833008,2015-10-03
11仓,19.35889434814453,2015-10-04
11仓,19.4711856842041,2015-10-05
11仓,19.732481002807617,2015-10-07
11仓,19.840412139892578,2015-10-08
11仓,19.959253311157227,2015-10-09
11仓,20.054445266723633,2015-10-10
11仓,20.203882217407227,2015-10-11
11仓,20.331911087036133,2015-10-12
11仓,20.455087661743164,2015-10-13
11仓,20.60964012145996,2015-10-14
11仓,20.756351470947266,2015-10-15
11仓,21.100971221923828,2015-10-17
11仓,21.269691467285156,2015-10-18
11仓,21.503957748413086,2015-10-19
11仓,21.660642623901367,2015-10-20
11仓,21.8442440032959,2015-10-21
11仓,22.057296752929688,2015-10-22
11仓,22.16234588623047,2015-10-23
11仓,22.68913459777832,2015-10-25
11仓,22.886362075805664,2015-10-26
11仓,23.3841552734375,2015-10-28
11仓,21.88783836364746,2015-10-29
11仓,21.321367263793945,2015-10-30
11仓,18.534807205200195,2015-10-31
11仓,17.48917579650879,2015-11-01
11仓,15.568801879882812,2015-11-02
11仓,13.565853118896484,2015-11-03
11仓,12.528369903564453,2015-11-04
11仓,12.459281921386719,2015-11-05
11仓,12.547341346740723,2015-11-06
11仓,12.62801456451416,2015-11-07
11仓,12.723560333251953,2015-11-09
11仓,12.69131088256836,2015-11-10
11仓,12.68722915649414,2015-11-11
11仓,12.714912414550781,2015-11-12
11仓,12.766633033752441,2015-11-13
11仓,12.801711082458496,2015-11-14
11仓,12.83971881866455,2015-11-15
11仓,12.890803337097168,2015-11-16
11仓,12.949711799621582,2015-11-17
11仓,12.99051570892334,2015-11-18
11仓,13.022613525390625,2015-11-19
11仓,13.062348365783691,2015-11-20
11仓,13.099846839904785,2015-11-21
11仓,13.182164192199707,2015-11-22
11仓,13.2797269821167,2015-11-23
11仓,13.344511985778809,2015-11-24
11仓,13.375744819641113,2015-11-25
11仓,13.127711296081543,2015-11-26
11仓,13.185535430908203,2015-11-27
11仓,13.191597938537598,2015-11-28
11仓,13.218634605407715,2015-11-29
11仓,13.323509216308594,2015-11-30
11仓,13.063117027282715,2015-12-01
11仓,13.630555152893066,2015-12-02
11仓,13.851387977600098,2015-12-03
11仓,13.813888549804688,2015-12-04
11仓,13.770833015441895,2015-12-05
11仓,13.677777290344238,2015-12-06
11仓,13.415278434753418,2015-12-07
11仓,13.356945037841797,2015-12-08
11仓,13.331944465637207,2015-12-09
11仓,13.373611450195312,2015-12-10
11仓,13.495833396911621,2015-12-11
11仓,13.626388549804688,2015-12-12
11仓,13.772223472595215,2015-12-13
11仓,13.791665077209473,2015-12-14
11仓,13.612500190734863,2015-12-15
11仓,13.983332633972168,2015-12-16
11仓,13.89861011505127,2015-12-17
11仓,10.48888874053955,2015-12-18
11仓,6.1875,2015-12-19
11仓,4.309721946716309,2015-12-20
11仓,3.555018663406372,2015-12-21
11仓,2.933333396911621,2015-12-22
11仓,2.974891424179077,2015-12-23
11仓,2.9250001907348633,2015-12-24
11仓,2.922222137451172,2015-12-25
11仓,3.0031120777130127,2015-12-26
11仓,2.9653196334838867,2015-12-27
11仓,2.9645583629608154,2015-12-28
11仓,2.918750047683716,2015-12-29
11仓,2.909688949584961,2015-12-30
11仓,3.0954818725585938,2015-12-31
11仓,2.9749996662139893,2016-01-01
11仓,2.991666793823242,2016-01-02
11仓,3.0444443225860596,2016-01-03
11仓,2.9972221851348877,2016-01-04
11仓,3.0458333492279053,2016-01-05
11仓,3.043055534362793,2016-01-06
11仓,3.093055486679077,2016-01-07
11仓,3.0694446563720703,2016-01-08
11仓,3.054166555404663,2016-01-09
11仓,3.0402777194976807,2016-01-10
11仓,3.0680553913116455,2016-01-11
11仓,3.0652778148651123,2016-01-12
11仓,3.027777671813965,2016-01-13
11仓,2.9930553436279297,2016-01-14
11仓,2.980555534362793,2016-01-15
11仓,2.9791667461395264,2016-01-16
11仓,3.0069446563720703,2016-01-17
11仓,3.0402777194976807,2016-01-18
11仓,3.038888931274414,2016-01-19
11仓,3.0375001430511475,2016-01-20
11仓,2.991666555404663,2016-01-21
11仓,3.004166603088379,2016-01-22
11仓,2.9736111164093018,2016-01-23
11仓,2.8972222805023193,2016-01-24
11仓,2.840277671813965,2016-01-25
11仓,2.8138887882232666,2016-01-26
11仓,2.836111068725586,2016-01-27
11仓,2.8736112117767334,2016-01-28
11仓,2.9472219944000244,2016-01-29
11仓,2.9777777194976807,2016-01-30
11仓,3.008333206176758,2016-02-01
11仓,4.344444274902344,2016-02-02
11仓,3.019444465637207,2016-02-03
11仓,3.0,2016-02-04
11仓,3.004166603088379,2016-02-05
11仓,3.1000001430511475,2016-02-06
11仓,3.0847225189208984,2016-02-07
11仓,3.1069443225860596,2016-02-08
11仓,3.6499998569488525,2016-02-13
11仓,3.694444417953491,2016-02-14
11仓,3.698611259460449,2016-02-15
11仓,3.691666603088379,2016-02-16
11仓,3.7722222805023193,2016-02-17
11仓,3.6625001430511475,2016-02-18
11仓,3.5763885974884033,2016-02-19
11仓,3.6416666507720947,2016-02-20
11仓,3.6458330154418945,2016-02-21
11仓,3.6305558681488037,2016-02-22
11仓,3.6263887882232666,2016-02-23
11仓,3.663888692855835,2016-02-24
11仓,3.6583335399627686,2016-02-25
11仓,3.695833444595337,2016-02-26
11仓,3.7750003337860107,2016-02-27
11仓,3.8888885974884033,2016-02-28
11仓,3.8999998569488525,2016-02-29
11仓,3.902777910232544,2016-03-01
11仓,3.886111259460449,2016-03-02
11仓,3.944444417953491,2016-03-03
11仓,4.194444179534912,2016-03-04
11仓,4.301388740539551,2016-03-05
11仓,4.494444370269775,2016-03-06
11仓,4.584722518920898,2016-03-07
11仓,4.60277795791626,2016-03-08
11仓,4.580555438995361,2016-03-09
11仓,4.488889217376709,2016-03-10
11仓,4.608333110809326,2016-03-11
11仓,4.679166793823242,2016-03-12
11仓,4.688889026641846,2016-03-13
11仓,4.7166666984558105,2016-03-14
11仓,4.887499809265137,2016-03-15
11仓,4.95277738571167,2016-03-16
11仓,5.126389026641846,2016-03-17
11仓,5.186110973358154,2016-03-18
11仓,5.4041666984558105,2016-03-19
11仓,5.575000286102295,2016-03-20
11仓,5.620832920074463,2016-03-21
11仓,5.693055629730225,2016-03-22
11仓,5.791666507720947,2016-03-23
11仓,5.816667079925537,2016-03-24
11仓,5.823610782623291,2016-03-25
11仓,5.955555438995361,2016-03-26
11仓,6.026388645172119,2016-03-27
11仓,6.111110687255859,2016-03-28
11仓,6.276388645172119,2016-03-29
11仓,6.502777099609375,2016-03-31
11仓,6.712500095367432,2016-04-01
11仓,6.912499904632568,2016-04-02
11仓,6.962500095367432,2016-04-04
11仓,6.973611354827881,2016-04-05
11仓,7.008333206176758,2016-04-06
11仓,6.98472261428833,2016-04-07
11仓,7.170833587646484,2016-04-08
11仓,7.4277777671813965,2016-04-09
11仓,7.848611831665039,2016-04-11
11仓,8.116665840148926,2016-04-12
11仓,8.226387977600098,2016-04-13
11仓,8.497222900390625,2016-04-14
11仓,8.706944465637207,2016-04-15
11仓,8.706944465637207,2016-04-16
11仓,8.727776527404785,2016-04-17
11仓,8.726388931274414,2016-04-18
11仓,8.820833206176758,2016-04-19
11仓,8.90555477142334,2016-04-20
11仓,9.041666984558105,2016-04-21
11仓,9.28194522857666,2016-04-22
11仓,9.536111831665039,2016-04-23
11仓,9.76805591583252,2016-04-24
11仓,9.67638874053955,2016-04-25
11仓,9.804165840148926,2016-04-26
11仓,9.831944465637207,2016-04-27
11仓,9.931944847106934,2016-04-28
11仓,10.1875,2016-04-30
11仓,10.574999809265137,2016-05-02
11仓,10.720832824707031,2016-05-03
11仓,10.751388549804688,2016-05-04
11仓,10.901389122009277,2016-05-05
11仓,11.072222709655762,2016-05-06
11仓,11.079166412353516,2016-05-07
11仓,11.15000057220459,2016-05-08
11仓,11.166666984558105,2016-05-09
11仓,11.159722328186035,2016-05-10
11仓,11.218055725097656,2016-05-11
11仓,11.33611011505127,2016-05-12
11仓,11.480555534362793,2016-05-13
11仓,11.533332824707031,2016-05-14
11仓,11.645833015441895,2016-05-16
11仓,11.708333015441895,2016-05-17
11仓,11.877778053283691,2016-05-18
11仓,11.88611125946045,2016-05-19
11仓,12.08611011505127,2016-05-20
11仓,11.984214782714844,2016-05-21
11仓,12.016010284423828,2016-05-22
11仓,12.030388832092285,2016-05-23
11仓,12.287501335144043,2016-05-24
11仓,12.480555534362793,2016-05-25
11仓,12.484175682067871,2016-05-26
11仓,12.887499809265137,2016-05-27
11仓,13.0,2016-05-28
11仓,13.03888988494873,2016-05-29
11仓,13.074999809265137,2016-05-30
11仓,13.368054389953613,2016-06-01
11仓,13.199999809265137,2016-06-02
11仓,13.404167175292969,2016-06-03
11仓,13.48888874053955,2016-06-04
11仓,13.529166221618652,2016-06-05
11仓,13.61388874053955,2016-06-06
11仓,13.740279197692871,2016-06-07
11仓,13.852778434753418,2016-06-08
11仓,14.009722709655762,2016-06-09
11仓,13.952778816223145,2016-06-10
11仓,14.034722328186035,2016-06-11
11仓,14.347222328186035,2016-06-12
11仓,14.555554389953613,2016-06-13
11仓,14.487500190734863,2016-06-14
11仓,14.626389503479004,2016-06-15
11仓,14.677777290344238,2016-06-16
11仓,14.80694580078125,2016-06-17
11仓,15.011109352111816,2016-06-18
11仓,15.086112022399902,2016-06-19
11仓,15.156944274902344,2016-06-20
11仓,14.806595802307129,2016-07-06
11仓,14.84392261505127,2016-07-07
11仓,16.898611068725586,2016-07-08
11仓,16.96388816833496,2016-07-09
11仓,24.19999885559082,2016-07-10
11仓,25.561111450195312,2016-07-11
11仓,25.149999618530273,2016-07-12
11仓,25.548608779907227,2016-07-13
11仓,25.8972225189209,2016-07-14
11仓,25.894445419311523,2016-07-15
11仓,25.46527862548828,2016-07-16
11仓,25.569442749023438,2016-07-17
11仓,26.02916717529297,2016-07-18
11仓,26.54583168029785,2016-07-19
11仓,26.763891220092773,2016-07-20
11仓,27.206945419311523,2016-07-21
11仓,27.979169845581055,2016-07-22
11仓,28.548608779907227,2016-07-23
11仓,29.309722900390625,2016-07-24
11仓,30.15972137451172,2016-07-25
11仓,30.918054580688477,2016-07-26
11仓,31.379167556762695,2016-07-27
11仓,31.63194465637207,2016-07-28
11仓,32.32083511352539,2016-07-29
11仓,32.9194450378418,2016-07-30
11仓,29.70277976989746,2016-07-31
11仓,29.41111183166504,2016-08-01
11仓,29.433334350585938,2016-08-02
11仓,28.898611068725586,2016-08-03
11仓,28.650001525878906,2016-08-04
11仓,28.133333206176758,2016-08-05
11仓,27.504165649414062,2016-08-06
11仓,27.345834732055664,2016-08-07
11仓,27.33888816833496,2016-08-08
11仓,27.25694465637207,2016-08-09
11仓,27.409719467163086,2016-08-10
11仓,27.565277099609375,2016-08-11
11仓,27.9152774810791,2016-08-12
11仓,28.3458309173584,2016-08-13
11仓,28.844444274902344,2016-08-14
11仓,29.106943130493164,2016-08-15
11仓,30.52777671813965,2016-08-16
11仓,29.2902774810791,2016-08-17
11仓,29.04722023010254,2016-08-18
11仓,29.22222137451172,2016-08-19
11仓,29.325002670288086,2016-08-20
11仓,29.04583168029785,2016-08-21
11仓,28.990280151367188,2016-08-22
11仓,28.813888549804688,2016-08-23
11仓,28.8125,2016-08-24
11仓,28.8347225189209,2016-08-25
11仓,28.78611183166504,2016-08-26
11仓,27.843053817749023,2016-08-27
11仓,27.158334732055664,2016-08-28
11仓,27.177778244018555,2016-08-29
11仓,27.248611450195312,2016-08-30
11仓,26.54027557373047,2016-08-31
11仓,26.173608779907227,2016-09-01
11仓,25.625,2016-09-02
11仓,26.81944465637207,2016-09-03
11仓,26.773611068725586,2016-09-04
11仓,25.4375,2016-09-05
11仓,25.89861297607422,2016-09-06
11仓,25.283334732055664,2016-09-07
11仓,25.42083168029785,2016-09-08
11仓,25.641664505004883,2016-09-09
11仓,27.649999618530273,2016-09-10
11仓,26.40277862548828,2016-09-11
11仓,26.05555534362793,2016-09-12
11仓,25.78472328186035,2016-09-14
11仓,25.719444274902344,2016-09-15
11仓,24.41944694519043,2016-09-18
11仓,21.92222023010254,2016-09-19
11仓,21.387502670288086,2016-09-20
11仓,22.3972225189209,2016-09-21
11仓,22.052780151367188,2016-09-22
11仓,22.898611068725586,2016-09-23
11仓,22.8972225189209,2016-09-24
11仓,23.05000114440918,2016-09-25
11仓,23.22916603088379,2016-09-26
11仓,7.587499618530273,2017-01-03
11仓,7.486111164093018,2017-01-04
11仓,8.05555534362793,2017-01-05
11仓,8.076388359069824,2017-01-06
11仓,8.095833778381348,2017-01-07
11仓,8.123611450195312,2017-01-09
11仓,7.056944370269775,2017-01-10
11仓,4.854166507720947,2017-01-11
11仓,4.641666889190674,2017-01-12
11仓,5.019443988800049,2017-01-13
11仓,1.4708333015441895,2017-01-16
11仓,1.3486112356185913,2017-01-17
11仓,2.4208333492279053,2017-01-18
11仓,2.644444227218628,2017-01-19
11仓,4.602777481079102,2017-01-20
11仓,-0.531289279460907,2017-01-22
11仓,0.3422204554080963,2017-01-23
11仓,0.4054465591907501,2017-01-24
11仓,0.388440877199173,2017-01-25
11仓,0.41764339804649353,2017-01-26
11仓,0.42916667461395264,2017-01-27
11仓,0.4636111259460449,2017-01-28
11仓,0.44322362542152405,2017-01-30
11仓,0.44108283519744873,2017-01-31
11仓,0.32376936078071594,2017-02-01
11仓,0.4656566083431244,2017-02-03
11仓,0.461476594209671,2017-02-04
11仓,0.5512526631355286,2017-02-06
11仓,0.6277047395706177,2017-02-07
11仓,0.5962211489677429,2017-02-08
11仓,0.6776132583618164,2017-02-09
11仓,0.6799025535583496,2017-02-10
11仓,0.6739583611488342,2017-02-11
11仓,0.6431818604469299,2017-02-12
11仓,0.7315359711647034,2017-02-13
11仓,0.7098395228385925,2017-02-14
11仓,0.8300256133079529,2017-02-15
11仓,0.9447020888328552,2017-02-16
11仓,0.972825288772583,2017-02-17
11仓,0.8256945013999939,2017-02-20
11仓,0.8634023070335388,2017-02-21
11仓,0.8760327696800232,2017-02-22
11仓,0.8402064442634583,2017-02-23
11仓,0.8505218625068665,2017-02-25
11仓,0.8721778988838196,2017-02-26
11仓,0.7968553900718689,2017-02-27
11仓,0.8860325217247009,2017-02-28
11仓,0.8357354998588562,2017-03-01
11仓,0.8846260905265808,2017-03-02
11仓,1.8813190460205078,2017-03-03
11仓,1.9662281274795532,2017-03-06
11仓,1.9710025787353516,2017-03-07
11仓,2.0237441062927246,2017-03-08
11仓,2.8161420822143555,2017-03-09
11仓,2.1012561321258545,2017-03-10
11仓,2.9703807830810547,2017-03-13
11仓,3.1223137378692627,2017-03-14
11仓,3.1352107524871826,2017-03-15
11仓,2.5003020763397217,2017-03-16
11仓,3.094353675842285,2017-03-17
11仓,2.714766263961792,2017-03-20
11仓,2.747807264328003,2017-03-21
11仓,2.795145034790039,2017-03-22
11仓,3.312744140625,2017-03-24
11仓,3.457692861557007,2017-03-27
11仓,3.5333032608032227,2017-03-28
11仓,3.681532859802246,2017-03-29
11仓,3.058852434158325,2017-03-30
11仓,3.1141812801361084,2017-03-31
11仓,3.8532512187957764,2017-04-01
11仓,4.332759380340576,2017-04-05
11仓,4.438647747039795,2017-04-06
11仓,4.526901721954346,2017-04-07
11仓,3.8899879455566406,2017-04-09
11仓,3.9048306941986084,2017-04-10
11仓,4.179293155670166,2017-04-11
11仓,3.937715530395508,2017-04-12
11仓,4.01810359954834,2017-04-13
11仓,5.550671100616455,2017-04-17
11仓,5.621105194091797,2017-04-18
11仓,5.562057971954346,2017-04-19
11仓,5.655601501464844,2017-04-20
11仓,5.80348014831543,2017-04-22
11仓,5.9285712242126465,2017-04-24
11仓,6.014794826507568,2017-04-25
11仓,6.075422286987305,2017-04-26
11仓,6.136413097381592,2017-04-27
11仓,6.1943840980529785,2017-04-28
11仓,20.35030174255371,2017-05-01
11仓,20.7335147857666,2017-05-02
11仓,20.554948806762695,2017-05-03
11仓,18.30742645263672,2017-05-06
11仓,19.283395767211914,2017-05-08
11仓,18.723129272460938,2017-05-09
11仓,18.11358642578125,2017-05-10
11仓,18.61992835998535,2017-05-11
11仓,19.23176383972168,2017-05-12
11仓,20.2666072845459,2017-05-15
11仓,20.03061866760254,2017-05-16
11仓,20.173852920532227,2017-05-17
11仓,21.440338134765625,2017-05-20
11仓,22.251508712768555,2017-05-23
11仓,21.408212661743164,2017-05-25
11仓,22.483938217163086,2017-05-28
11仓,23.787500381469727,2017-05-30
11仓,24.128202438354492,2017-05-31
11仓,24.86485481262207,2017-06-02
11仓,23.319143295288086,2017-06-13
11仓,23.378137588500977,2017-06-14
11仓,23.51280403137207,2017-06-15
11仓,23.83707618713379,2017-06-16
11仓,24.154083251953125,2017-06-17
11仓,24.43986701965332,2017-06-18
11仓,24.57851219177246,2017-06-19
11仓,25.040075302124023,2017-06-21
11仓,25.28623390197754,2017-06-22
11仓,25.34906005859375,2017-06-23
11仓,25.311927795410156,2017-06-24
11仓,25.5227108001709,2017-06-25
11仓,25.59819984436035,2017-06-26
11仓,25.745424270629883,2017-06-27
11仓,25.9488582611084,2017-06-28
11仓,26.212011337280273,2017-06-29
11仓,26.329370498657227,2017-06-30
11仓,26.120466232299805,2017-07-01
11仓,25.66993522644043,2017-07-02
11仓,25.50408363342285,2017-07-03
11仓,25.74371337890625,2017-07-04
11仓,26.067481994628906,2017-07-05
11仓,26.753555297851562,2017-07-08
11仓,26.7718563079834,2017-07-09
11仓,26.60837745666504,2017-07-11
11仓,27.10910987854004,2017-07-12
11仓,28.0611515045166,2017-07-15
11仓,29.032350540161133,2017-07-19
11仓,29.30666160583496,2017-07-20
11仓,29.647672653198242,2017-07-21
11仓,29.939088821411133,2017-07-22
11仓,30.423446655273438,2017-07-23
11仓,30.982885360717773,2017-07-24
11仓,31.3939151763916,2017-07-27
11仓,30.171876907348633,2017-08-01
11仓,29.63153648376465,2017-08-03
11仓,30.094324111938477,2017-08-08
11仓,29.35434913635254,2017-08-09
11仓,29.208192825317383,2017-08-10
11仓,29.374282836914062,2017-08-11
11仓,28.90870475769043,2017-08-13
11仓,28.689420700073242,2017-08-14
11仓,28.574674606323242,2017-08-15
11仓,28.70265769958496,2017-08-16
11仓,28.14035987854004,2017-08-21
11仓,28.506187438964844,2017-08-23
11仓,28.930147171020508,2017-08-27
11仓,27.82975959777832,2017-08-30
11仓,25.076675415039062,2017-09-10
13仓,4.986111164093018,2015-01-18
13仓,4.83472204208374,2015-01-19
13仓,4.045833110809326,2015-01-20
13仓,3.7083332538604736,2015-01-21
13仓,4.018055438995361,2015-01-22
13仓,4.030555725097656,2015-01-23
13仓,1.0652778148651123,2015-03-01
13仓,1.0902777910232544,2015-03-02
13仓,1.1180555820465088,2015-03-03
13仓,1.1416665315628052,2015-03-04
13仓,1.3604745864868164,2015-03-05
13仓,1.392881989479065,2015-03-06
13仓,1.4419560432434082,2015-03-07
13仓,1.4747686386108398,2015-03-08
13仓,1.5208333730697632,2015-03-09
13仓,1.6961804628372192,2015-03-10
13仓,1.734953761100769,2015-03-11
13仓,1.76504647731781,2015-03-12
13仓,1.8229166269302368,2015-03-13
13仓,1.8902777433395386,2015-03-14
13仓,1.978472113609314,2015-03-16
13仓,1.6111111640930176,2015-03-17
13仓,1.6972222328186035,2015-03-18
13仓,1.7416666746139526,2015-03-19
13仓,1.7847223281860352,2015-03-20
13仓,1.8249998092651367,2015-03-21
13仓,1.8666666746139526,2015-03-22
13仓,1.9166666269302368,2015-03-23
13仓,1.9736109972000122,2015-03-24
13仓,1.9999998807907104,2015-03-25
13仓,2.0611112117767334,2015-03-26
13仓,2.1083333492279053,2015-03-27
13仓,2.1305556297302246,2015-03-29
13仓,2.179166793823242,2015-03-30
13仓,2.2277777194976807,2015-03-31
13仓,2.379166603088379,2015-04-01
13仓,2.445833444595337,2015-04-02
13仓,2.4944443702697754,2015-04-03
13仓,2.4319443702697754,2015-04-04
13仓,2.549999952316284,2015-04-06
13仓,2.5805556774139404,2015-04-07
13仓,2.648611068725586,2015-04-08
13仓,2.825000047683716,2015-04-09
